epoch,uncertainty_type,bin_index,count,rmse,rmv,mse,mean_variance,ence_term,uncertainty_min,uncertainty_max
197,aleatoric,11,125,0.0003669143682363074,0.0004051021022565497,1.3462615361824858e-07,1.6410771325267604e-07,0.17964761710520458,1.641077132526761e-07,1.641077132526761e-07
197,aleatoric,12,125,0.00034129527619532733,0.0004051021022565497,1.1648246555324475e-07,1.6410771325267604e-07,0.2902072471517708,1.641077132526761e-07,1.641077132526761e-07
197,aleatoric,13,125,0.0003962371922778879,0.0004051021022565497,1.5700391254426392e-07,1.6410771325267604e-07,0.043287427309857254,1.641077132526761e-07,1.641077132526761e-07
197,aleatoric,14,125,0.00032508239677212425,0.0004051021022565497,1.0567856469110882e-07,1.6410771325267604e-07,0.3560414523088508,1.641077132526761e-07,1.641077132526761e-07
197,aleatoric,15,125,0.00031339214906683067,0.0004051021022565497,9.821463909672662e-08,1.6410771325267604e-07,0.4015233217861862,1.641077132526761e-07,1.641077132526761e-07
197,aleatoric,16,125,0.0003810003350432669,0.00045068614837753856,1.451612553030816e-07,2.0311800433938069e-07,0.28533536071702326,1.641077132526761e-07,2.1552269350711226e-07
197,aleatoric,17,125,0.0004482255811481103,0.0004642442175268447,2.009061715955612e-07,2.1552269350711226e-07,0.06781894599451412,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,18,125,0.0004447959906862314,0.0004642442175268447,1.9784347333054606e-07,2.1552269350711226e-07,0.08202950644723074,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,19,125,0.0004639751165901078,0.0004642442175268447,2.152729088148041e-07,2.1552269350711226e-07,0.0011589716527922156,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,20,125,0.0006382721420798983,0.0004642442175268447,4.0739132735526186e-07,2.1552269350711226e-07,0.8902479396760969,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,21,125,0.0006767376281884743,0.0004642442175268447,4.579738174061616e-07,2.1552269350711226e-07,1.124944756182014,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,22,125,0.0003921157920431442,0.0004642442175268447,1.5375479436962232e-07,2.1552269350711226e-07,0.2865958017337585,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,23,125,0.00039515426063161795,0.0004642442175268447,1.5614688969532066e-07,2.1552269350711226e-07,0.27549676020466124,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,24,125,0.00045299651389476664,0.0004642442175268447,2.052058416008115e-07,2.1552269350711226e-07,0.04786898186181169,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,25,125,0.00045073455893414164,0.0004642442175268447,2.031616426175552e-07,2.1552269350711226e-07,0.057353825197758765,2.1552269350711226e-07,2.1552269350711226e-07
197,aleatoric,26,125,0.0005326452987791638,0.0005078759697774572,2.8371101431154466e-07,2.579380006773926e-07,0.09991941306231486,2.1552269350711226e-07,2.6617641837046547e-07
197,aleatoric,27,125,0.0005609250575711532,0.000515922880254855,3.1463692021120154e-07,2.6617641837046547e-07,0.1820615895931417,2.6617641837046547e-07,2.6617641837046547e-07
197,aleatoric,28,125,0.0005522096961677036,0.000524831732176152,3.049355485416275e-07,2.754483470990201e-07,0.10705165506768193,2.6617641837046547e-07,2.98536311507103e-07
197,aleatoric,29,125,0.0006646645130587551,0.0005463847650759517,4.417789149196321e-07,2.9853631150710294e-07,0.4798163502771121,2.98536311507103e-07,2.98536311507103e-07
197,aleatoric,30,125,0.0006358290695460176,0.0006827252079344344,4.0427860567975446e-07,4.661137095491167e-07,0.1326609850827534,2.98536311507103e-07,6.341812865285387e-07
197,aleatoric,31,125,0.0007506872584476864,0.0007963550003161519,5.635313599957036e-07,6.341812865285384e-07,0.111403360574651,6.341812865285387e-07,6.341812865285387e-07
197,aleatoric,32,125,0.0007767729099676761,0.0007963550003161519,6.033761536596514e-07,6.341812865285384e-07,0.0485746481696299,6.341812865285387e-07,6.341812865285387e-07
197,aleatoric,33,125,0.0006937615753329281,0.0007963550003161519,4.813051234084261e-07,6.341812865285384e-07,0.24106066572374782,6.341812865285387e-07,6.341812865285387e-07
197,aleatoric,34,125,0.0007393049522635077,0.0007963550003161519,5.465718124413475e-07,6.341812865285384e-07,0.13814578882760592,6.341812865285387e-07,6.341812865285387e-07
197,aleatoric,35,125,0.0006557687877344536,0.0007963550003161519,4.3003270296671473e-07,6.341812865285384e-07,0.32190887353254766,6.341812865285387e-07,6.341812865285387e-07
197,aleatoric,36,125,0.0010794936191099052,0.0009870479789976757,1.1653064736990012e-06,9.74263712843396e-07,0.19608937327455772,6.341812865285387e-07,1.1667677584209041e-06
197,aleatoric,37,125,0.001145014960474937,0.0010801702451099565,1.3110592597114214e-06,1.1667677584209037e-06,0.12366771386089802,1.1667677584209041e-06,1.1667677584209041e-06
197,aleatoric,38,125,0.0012156356508026258,0.0011194611076589633,1.4777700355023237e-06,1.253193171561033e-06,0.17920370860427515,1.1667677584209041e-06,1.7551119629417926e-06
197,aleatoric,39,125,0.0035145945828372158,0.0034670964730755746,1.2352375081708702e-05,1.202075795361309e-05,0.027587039800259647,1.7551119629417926e-06,7.459655012851577e-05
197,epistemic,0,125,0.0004319422223071613,0.00038374092405175057,1.8657408341164914e-07,1.472570967920914e-07,0.2669955301038455,1.4790401921510881e-08,1.8292549897302366e-07
197,epistemic,1,125,0.0004873259449452186,0.0004276979062060319,2.374865766167502e-07,1.8292549897302366e-07,0.29826939355115684,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,2,125,0.0004927560234389821,0.0004276979062060319,2.4280849863539863e-07,1.8292549897302366e-07,0.32736277882836895,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,3,125,0.0003776627622410885,0.0004276979062060319,1.4262916198356894e-07,1.8292549897302366e-07,0.2202882442069888,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,4,125,0.00048505847870061454,0.0004276979062060319,2.3528172775935452e-07,1.8292549897302366e-07,0.2862161321426923,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,5,125,0.0004304170301647845,0.0004276979062060319,1.8525881985587302e-07,1.8292549897302366e-07,0.012755580255071265,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,6,125,0.00048419039781233896,0.0004276979062060319,2.3444034133367105e-07,1.8292549897302366e-07,0.2816165195659484,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,7,125,0.0004419018446473477,0.0004276979062060319,1.9527724030272863e-07,1.8292549897302366e-07,0.06752334365110303,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,8,125,0.00046232263960947274,0.0004276979062060319,2.1374222309547043e-07,1.8292549897302366e-07,0.16846598366798152,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,9,125,0.0005096275105752886,0.0004276979062060319,2.597201995351659e-07,1.8292549897302366e-07,0.419814082745606,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,10,125,0.00045685845663276126,0.0004276979062060319,2.0871964939686858e-07,1.8292549897302366e-07,0.14100904777441023,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,11,125,0.0005051965479769287,0.0004276979062060319,2.552235520878052e-07,1.8292549897302366e-07,0.3952322312672409,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,12,125,0.0004276385457021832,0.0004276979062060319,1.8287472577027822e-07,1.8292549897302366e-07,0.00027756219351860454,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,13,125,0.0007096905858071868,0.0004276979062060319,5.03660727583348e-07,1.8292549897302366e-07,1.7533653340348343,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,14,125,0.0005152156423039602,0.0004276979062060319,2.654471580746823e-07,1.8292549897302366e-07,0.45112168377262846,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,15,125,0.00038969193855019444,0.0004276979062060319,1.5185980697100852e-07,1.8292549897302366e-07,0.1698270179741122,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,16,125,0.00038605463121915294,0.0004276979062060319,1.490381782857562e-07,1.8292549897302366e-07,0.18525203362853684,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,17,125,0.0004896549701200586,0.0004276979062060319,2.397619897632754e-07,1.8292549897302366e-07,0.3107084092121762,1.8292549897302366e-07,1.8292549897302366e-07
197,epistemic,18,125,0.0004061510598937098,0.00044843593332802984,1.6495868345278385e-07,2.0109478629978122e-07,0.1796968659004795,1.8292549897302366e-07,2.195571266479381e-07
197,epistemic,19,125,0.0003766197863353466,0.00047946013803833203,1.418424634592821e-07,2.298820239677364e-07,0.38297714187869925,2.195571266479381e-07,2.3044137458018729e-07
197,epistemic,20,125,0.00041437634123899544,0.00048004309658632464,1.7170775217861637e-07,2.304413745801874e-07,0.25487446648229095,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,21,125,0.0005148004460983024,0.00048004309658632464,2.650194993030112e-07,2.304413745801874e-07,0.15005172046824244,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,22,125,0.0004744405880855544,0.00048004309658632464,2.250938716229667e-07,2.304413745801874e-07,0.023205481077183444,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,23,125,0.001064364884677361,0.00048004309658632464,1.132872607734252e-06,2.304413745801874e-07,3.9160989852542425,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,24,125,0.0005318554656841791,0.00048004309658632464,2.82870236378135e-07,2.304413745801874e-07,0.2275149672816405,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,25,125,0.0004606560003332564,0.00048004309658632464,2.1220395064303315e-07,2.304413745801874e-07,0.07914127387227553,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,26,125,0.0005573487478725876,0.00048004309658632464,3.1063762675514125e-07,2.304413745801874e-07,0.3480115162524676,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,27,125,0.00042040850716788347,0.00048004309658632464,1.767433128991283e-07,2.304413745801874e-07,0.2330226582743005,2.3044137458018729e-07,2.3044137458018729e-07
197,epistemic,28,125,0.00042832693885222055,0.0005163464508302554,1.834639665465139e-07,2.666136572850014e-07,0.31187333606696355,2.3044137458018729e-07,2.75186149793155e-07
197,epistemic,29,125,0.0004247198767912324,0.0005245818809234218,1.803869737415596e-07,2.7518614979315506e-07,0.34449108766139463,2.75186149793155e-07,2.75186149793155e-07
197,epistemic,30,125,0.00048088333964882776,0.0005245818809234218,2.3124878635180984e-07,2.7518614979315506e-07,0.1596641526994398,2.75186149793155e-07,2.75186149793155e-07
197,epistemic,31,125,0.0005629829323533055,0.0005245818809234218,3.1694978212112655e-07,2.7518614979315506e-07,0.1517650229103584,2.75186149793155e-07,2.75186149793155e-07
197,epistemic,32,125,0.00048283113923802175,0.0005450261754210591,2.3312590901788593e-07,2.970535318941071e-07,0.21520573234257967,2.75186149793155e-07,3.1438462219908585e-07
197,epistemic,33,125,0.0005168869625667488,0.0006608234435645223,2.671721320714796e-07,4.3668762356447343e-07,0.38818478552087066,3.1438462219908585e-07,4.805571784020579e-07
197,epistemic,34,125,0.0014596754449267202,0.0006932223152799238,2.1306524045220187e-06,4.80557178402058e-07,3.433712574238999,4.805571784020579e-07,4.805571784020579e-07
197,epistemic,35,125,0.0006784058772570541,0.0006932223152799238,4.602345342969132e-07,4.80557178402058e-07,0.04228975243429187,4.805571784020579e-07,4.805571784020579e-07
197,epistemic,36,125,0.000720460565076036,0.000705506810243298,5.190634258296811e-07,4.977398592996728e-07,0.04284078546574676,4.805571784020579e-07,6.069004202962841e-07
197,epistemic,37,125,0.0009632605988803449,0.000899221371810194,9.278709813553207e-07,8.085990755202072e-07,0.14750438065784416,6.069004202962841e-07,9.430648456694888e-07
197,epistemic,38,125,0.0018936151202536419,0.0010357987876214538,3.5857782236532144e-06,1.0728791284380736e-06,2.3422014918618905,9.430648456694888e-07,1.2076098699940637e-06
197,epistemic,39,125,0.002922948487398049,0.002697818210957306,8.543627859982542e-06,7.27822309937288e-06,0.17386177138740008,1.2076098699940637e-06,5.034788812524144e-05
197,total,0,125,0.0004285056703816372,0.00027984402220602615,1.8361710954921632e-07,7.831267676444685e-08,1.3446664976286011,1.4375015254900964e-08,1.2739843537234147e-07
197,total,1,125,0.0003447213641346287,0.0003569291741681275,1.1883281889083927e-07,1.273984353723415e-07,0.06723486404262263,1.2739843537234147e-07,1.2739843537234147e-07
197,total,2,125,0.0004489400910362036,0.0003569291741681275,2.0154720533959475e-07,1.273984353723415e-07,0.5820226108000627,1.2739843537234147e-07,1.2739843537234147e-07
197,total,3,125,0.0003477063199929773,0.0003569291741681275,1.2089968496305872e-07,1.273984353723415e-07,0.051011226239075703,1.2739843537234147e-07,1.2739843537234147e-07
197,total,4,125,0.000304665016957775,0.0003569291741681275,9.282077255788132e-08,1.273984353723415e-07,0.2714135594632826,1.2739843537234147e-07,1.2739843537234147e-07
197,total,5,125,0.00032557032307996877,0.0003569291741681275,1.0599603527039523e-07,1.273984353723415e-07,0.1679957845588485,1.2739843537234147e-07,1.2739843537234147e-07
197,total,6,125,0.00034913480420712155,0.0003569291741681275,1.218951115087451e-07,1.273984353723415e-07,0.043197735101786004,1.2739843537234147e-07,1.2739843537234147e-07
197,total,7,125,0.0003537043654643051,0.0003569291741681275,1.2510677814850674e-07,1.273984353723415e-07,0.01798811121295988,1.2739843537234147e-07,1.2739843537234147e-07
197,total,8,125,0.0002636310460191987,0.0003569291741681275,6.950132842517686e-08,1.273984353723415e-07,0.45445697019709425,1.2739843537234147e-07,1.2739843537234147e-07
197,total,9,125,0.00032374332140920267,0.0003569291741681275,1.048097381570623e-07,1.273984353723415e-07,0.17730749321418476,1.2739843537234147e-07,1.2739843537234147e-07
197,total,10,125,0.0002826423066007183,0.0003569291741681275,7.988667348057442e-08,1.273984353723415e-07,0.3729383469499186,1.2739843537234147e-07,1.2739843537234147e-07
197,total,11,125,0.0002808298425386358,0.0003569291741681275,7.886540046027496e-08,1.273984353723415e-07,0.38095471714563284,1.2739843537234147e-07,1.2739843537234147e-07
197,total,12,125,0.00034040413450472115,0.0003647785273205398,1.1587497478790828e-07,1.3306337399414177e-07,0.12917453308368856,1.2739843537234147e-07,1.3402221104668203e-07
197,total,13,125,0.00035028137938499356,0.00036609044107526487,1.226970447438538e-07,1.3402221104668198e-07,0.08450215986127438,1.3402221104668203e-07,1.3402221104668203e-07
197,total,14,125,0.00040756218696842456,0.00036609044107526487,1.6610693624648508e-07,1.3402221104668198e-07,0.2393985664706539,1.3402221104668203e-07,1.3402221104668203e-07
197,total,15,125,0.0003761619141318953,0.00036609044107526487,1.414977856433714e-07,1.3402221104668198e-07,0.05577862458996115,1.3402221104668203e-07,1.3402221104668203e-07
197,total,16,125,0.0003344293427489982,0.00036609044107526487,1.1184298529152692e-07,1.3402221104668198e-07,0.16548917960642878,1.3402221104668203e-07,1.3402221104668203e-07
197,total,17,125,0.0003926892780725591,0.0003787508919038291,1.5420486911314764e-07,1.43452238117946e-07,0.0749561745168511,1.3402221104668203e-07,1.4551977736998717e-07
197,total,18,125,0.0003594429655529887,0.00038147054587475986,1.2919924548552705e-07,1.4551977736998725e-07,0.11215335935379349,1.4551977736998717e-07,1.4551977736998717e-07
197,total,19,125,0.0004201583068963052,0.0004117574177389244,1.765330028539698e-07,1.695441710630271e-07,0.04122130384738876,1.484944554929427e-07,2.023541766059904e-07
197,total,20,125,0.00044908271437505456,0.0004498379448267903,2.0167528435046683e-07,2.0235417660599042e-07,0.003354970314477275,2.023541766059904e-07,2.023541766059904e-07
197,total,21,125,0.00039280805165142855,0.0004513467830090169,1.5429816544219137e-07,2.0371391853258858e-07,0.24257426024865386,2.023541766059904e-07,2.0528465489607257e-07
197,total,22,125,0.0005051574661663074,0.0004530834966052865,2.5518406562356397e-07,2.0528465489607262e-07,0.24307423637072828,2.0528465489607257e-07,2.0528465489607257e-07
197,total,23,125,0.0004588943395271107,0.0004530834966052865,2.1058401485002313e-07,2.0528465489607262e-07,0.025814691101160775,2.0528465489607257e-07,2.0528465489607257e-07
197,total,24,125,0.0004206034187164591,0.0005092594408792813,1.7690723583597302e-07,2.5934517812467815e-07,0.31786957785301,2.0528465489607257e-07,2.748175754278456e-07
197,total,25,125,0.0006958447965605772,0.0005242304602251244,4.841999809004311e-07,2.7481757542784567e-07,0.7618959782561632,2.748175754278456e-07,2.748175754278456e-07
197,total,26,125,0.0005753821081625584,0.0005388172532076535,3.3106457039359e-07,2.9032403235424065e-07,0.14032781822773646,2.748175754278456e-07,3.2451775788424e-07
197,total,27,125,0.0005126161591510926,0.0005696646012209641,2.6277532662281826e-07,3.2451775788424e-07,0.190259022076216,3.2451775788424e-07,3.2451775788424e-07
197,total,28,125,0.0005480499375891865,0.0005696646012209641,3.003587340915112e-07,3.2451775788424e-07,0.07444592231327647,3.2451775788424e-07,3.2451775788424e-07
197,total,29,125,0.0006312985393106354,0.0005696646012209641,3.985378457357419e-07,3.2451775788424e-07,0.228092565208422,3.2451775788424e-07,3.2451775788424e-07
197,total,30,125,0.0004930286591312405,0.0005696646012209641,2.4307725872474895e-07,3.2451775788424e-07,0.25095852901998045,3.2451775788424e-07,3.2451775788424e-07
197,total,31,125,0.0005787722145235159,0.000581873243066185,3.3497727630445473e-07,3.385764709963597e-07,0.010630374524588988,3.2451775788424e-07,4.221477100517373e-07
197,total,32,125,0.000621844226736001,0.0006497289512186889,3.866902423248951e-07,4.2214771005173736e-07,0.08399303580847726,4.221477100517373e-07,4.221477100517373e-07
197,total,33,125,0.0006601652135293847,0.0006654192404633886,4.3581810915429813e-07,4.427827655788729e-07,0.01572928525226018,4.221477100517373e-07,4.6369405651757566e-07
197,total,34,125,0.000754564895471047,0.0007354996961224414,5.693681814772321e-07,5.409598029962036e-07,0.05251476786941213,4.6369405651757566e-07,5.580019867585311e-07
197,total,35,125,0.000814994648674853,0.0008091260171093985,6.64216277368647e-07,6.546849115633187e-07,0.014558707000850933,5.580019867585311e-07,7.546051717622994e-07
197,total,36,125,0.0008945869721207945,0.0008686801320177063,8.002858506882511e-07,7.546051717622995e-07,0.060535867809213724,7.546051717622994e-07,7.546051717622994e-07
197,total,37,125,0.0011606460282166393,0.0009802960989580042,1.3470992028150596e-06,9.60980441632281e-07,0.40179669060374795,7.546051717622994e-07,1.1370054026929998e-06
197,total,38,125,0.0017615945277902187,0.0010663045543806893,3.1032152803404434e-06,1.1370054026930002e-06,1.72928806933588,1.1370054026929998e-06,1.1370054026929998e-06
197,total,39,125,0.0034016556616473705,0.003364377138215283,1.1571261240417609e-05,1.1319033528145658e-05,0.02228350253091552,1.1370054026929998e-06,7.459655012851577e-05
