epoch,au_e_per_atom2,eu_e_per_atom2,rmse_e_per_atom_meV
165,8.834559513677116e-05,5.176251494559693e-06,1.4221457232398946
166,9.178501863650944e-06,2.3231779190352583e-06,1.2722753068330417
167,6.872989152734976e-06,2.751934545906424e-06,1.2195160613218674
168,8.919296140857107e-06,6.516337298558678e-06,1.143229800784321
169,15.692639996673204,4.617455590937066e-06,1.1697709654264214
170,576494611117.746,6.103567941258315e-05,3.28454184351082
171,1.149597745864786e-05,2.1584755541178826e-06,1.1655705554953395
172,4.817675934474742e-06,1.0142901795186305e-06,1.149979896085861
173,5.476235708016764e-06,2.5060815067138655e-06,1.47784713144038
174,7.0545182859093366e-06,1.6499867807979442e-06,1.4701305712322814
175,464.13854377813016,5.934980898170962e-06,1.3058694839069351
176,7.686156445071979e-06,2.806273356288228e-06,1.358843506677115
177,5.227484153695294e-06,1.843741160683851e-06,1.0265204572779423
178,3.7935915821067137,6.5585700860684965e-06,1.2969729556881064
179,4.2672837908217775e-06,2.5700004860001104e-06,0.998500250551313
180,1.8640551705432584e-05,6.426454638063303e-06,1.3440219803535138
181,2.564380672036891e-05,3.7541383466824745e-06,1.241865344023752
182,6.5146911344025015e-06,3.398342220769264e-06,1.2422119159643323
183,3.823906309210313e-06,4.215096612977987e-06,1.21684615306539
184,4.806484644237848e-06,1.5397733331920787e-06,0.9899519827185612
185,7.202689100549986e-06,5.074230207718569e-06,1.686993816442252
186,3.6438650515373233e-06,1.9077422251252916e-06,1.2957976433176752
187,8.432675469181968e-06,1.4830276145354403e-06,1.080408319201328
188,4.809579012237164e-06,1.3879967805539922e-06,0.9987239954493052
189,0.00018282201551425486,4.132633580909643e-06,1.377157792854275
190,5.842231687543103e-06,2.243410158460801e-06,1.1891140948453975
191,4.403151960133588e-05,1.499059926243364e-06,1.1078317737542887
192,6.297464295526202e-06,4.165432853939266e-06,1.4115933238566458
193,5.598260039815126e-06,2.3968984943954273e-06,1.0513496564705656
194,0.0004021368508126253,2.5670465448094078e-06,1.3937598434309244
195,1.3391116711675383e-05,4.785453541733055e-06,1.0817742045151768
196,1.0025083274230381e-05,2.135873155982399e-06,1.040914236260619
197,0.202337261924442,6.79465790481195e-06,1.4364208611900229
198,9.148383613769322e-06,1.2712506713206445e-05,1.0206867046513834
199,6.939312480928514e-06,2.0091717454645904e-06,1.1025111354229884
